pokemon,format,won,lost,moves
Eevee,[Gen 2] OU,41,66,"['Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Curse', 'Detect', 'Double-Edge', 'Growl', 'Growth', 'Headbutt', 'Hidden Power', 'Iron Tail', 'Protect', 'Quick Attack', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Sand Attack', 'Shadow Ball', 'Sleep Talk', 'Substitute', 'Swift', 'Tackle', 'Tail Whip', 'Take Down']"
Eevee,[Gen 2] UBERS,6,5,"['Bite', 'Body Slam', 'Frustration', 'Headbutt', 'Hidden Power', 'Mud-Slap', 'Quick Attack', 'Rage', 'Sand Attack', 'Skull Bash']"
Eevee,[Gen 2] UU,1,4,"['Curse', 'Double-Edge']"
Eevee,[Gen 3] OU,31,53,"['Baton Pass', 'Bite', 'Body Slam', 'Curse', 'Dig', 'Double-Edge', 'Endure', 'Flail', 'Growl', 'Hidden Power', 'Mud-Slap', 'Protect', 'Quick Attack', 'Return', 'Sand Attack', 'Shadow Ball', 'Substitute', 'Swagger', 'Swift', 'Tackle', 'Tickle', 'Toxic', 'Wish']"
Eevee,[Gen 3] UBERS,6,5,"['Baton Pass', 'Bite', 'Hidden Power', 'Quick Attack', 'Sand Attack', 'Secret Power', 'Substitute', 'Swift', 'Wish']"
Eevee,[Gen 4] OU,9,28,"['Double-Edge', 'Hidden Power', 'Last Resort', 'Protect', 'Quick Attack', 'Return', 'Sand Attack', 'Shadow Ball', 'Swift', 'Yawn']"
Eevee,[Gen 4] UBERS,6,10,"['Attract', 'Bite', 'Protect', 'Sand Attack', 'Shadow Ball', 'Wish', 'Yawn']"
Eevee,[Gen 4] UU,1,0,"['Quick Attack', 'Toxic']"
Ekans,[Gen 1] OU,40,44,"['Acid', 'Earthquake', 'Glare', 'Mega Drain', 'Mimic', 'Rest', 'Rock Slide', 'Toxic', 'Wrap']"
Ekans,[Gen 1] UBERS,1,3,"['Acid', 'Glare', 'Toxic', 'Wrap']"
Ekans,[Gen 1] UU,0,1,['Mega Drain']
Ekans,[Gen 2] NU,2,0,"['Earthquake', 'Glare', 'Sludge Bomb', 'Thief']"
Ekans,[Gen 2] OU,6,8,"['Bite', 'Dig', 'Double-Edge', 'Earthquake', 'Glare', 'Poison Sting', 'Rock Slide', 'Sludge Bomb', 'Wrap']"
Ekans,[Gen 3] NU,0,1,"['Earthquake', 'Hidden Power', 'Rock Slide']"
Ekans,[Gen 3] OU,8,12,"['Attract', 'Beat Up', 'Glare', 'Haze', 'Hidden Power', 'Poison Sting', 'Rain Dance', 'Rock Slide', 'Sludge Bomb', 'Thief', 'Wrap']"
Ekans,[Gen 3] UBERS,2,3,['Leer']
Ekans,[Gen 4] OU,5,9,"['Bite', 'Captivate', 'Earthquake', 'Glare', 'Gunk Shot', 'Poison Jab', 'Rock Slide', 'Switcheroo', 'Toxic', 'Wrap']"
Ekans,[Gen 4] UBERS,5,4,"['Glare', 'Switcheroo']"
Electabuzz,[Gen 1] OU,401,564,"['Acid', 'Amnesia', 'Aurora Beam', 'Barrage', 'Bind', 'Bite', 'Blizzard', 'Body Slam', 'Clamp', 'Comet Punch', 'Confuse Ray', 'Constrict', 'Conversion', 'Counter', 'Cut', 'Defense Curl', 'Double Kick', 'Double-Edge', 'Dream Eater', 'Egg Bomb', 'Ember', 'Explosion', 'Fire Blast', 'Fire Spin', 'Flash', 'Fury Attack', 'Fury Swipes', 'Glare', 'Growl', 'Gust', 'Harden', 'Haze', 'High Jump Kick', 'Horn Drill', 'Hyper Beam', 'Hyper Fang', 'Hypnosis', 'Ice Beam', 'Leech Life', 'Leer', 'Lick', 'Light Screen', 'Lovely Kiss', 'Low Kick', 'Meditate', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Mirror Move', 'Night Shade', 'Petal Dance', 'Pin Missile', 'Poison Gas', 'Pound', 'Psychic', 'Psywave', 'Quick Attack', 'Razor Leaf', 'Razor Wind', 'Recover', 'Reflect', 'Rest', 'Roar', 'Sand Attack', 'Scratch', 'Screech', 'Seismic Toss', 'Self-Destruct', 'Skull Bash', 'Slam', 'Sleep Powder', 'Sludge', 'Smog', 'Smokescreen', 'Soft-Boiled', 'Spike Cannon', 'Splash', 'Spore', 'Stomp', 'Strength', 'Stun Spore', 'Submission', 'Substitute', 'Swift', 'Swords Dance', 'Tackle', 'Tail Whip', 'Take Down', 'Thrash', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Transform', 'Tri Attack', 'Vine Whip', 'Vise Grip', 'Wrap']"
Electabuzz,[Gen 1] UBERS,21,35,"['Body Slam', 'Dig', 'Disable', 'Double-Edge', 'Explosion', 'Fire Punch', 'Hyper Beam', 'Leer', 'Light Screen', 'Mega Kick', 'Mega Punch', 'Metronome', 'Pound', 'Psychic', 'Quick Attack', 'Recover', 'Reflect', 'Rest', 'Seismic Toss', 'Skull Bash', 'Sky Attack', 'Submission', 'Substitute', 'Supersonic', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Water Gun']"
Electabuzz,[Gen 1] UU,395,409,"['Body Slam', 'Confuse Ray', 'Counter', 'Hyper Beam', 'Light Screen', 'Mega Kick', 'Mega Punch', 'Metronome', 'Psychic', 'Reflect', 'Rest', 'Screech', 'Seismic Toss', 'Submission', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt']"
Electabuzz,[Gen 2] OU,333,350,"['Cross Chop', 'Curse', 'Double-Edge', 'Dynamic Punch', 'Fire Punch', 'Flash', 'Foresight', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Iron Tail', 'Light Screen', 'Meditate', 'Mega Kick', 'Megahorn', 'Metronome', 'Mimic', 'Mud-Slap', 'Protect', 'Psychic', 'Pursuit', 'Quick Attack', 'Rage', 'Rain Dance', 'Reflect', 'Rest', 'Rolling Kick', 'Scratch', 'Screech', 'Seismic Toss', 'Skull Bash', 'Sleep Talk', 'Spider Web', 'Spite', 'Steel Wing', 'Strength', 'String Shot', 'Substitute', 'Swagger', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Whirlpool', 'Zap Cannon']"
Electabuzz,[Gen 2] UBERS,13,22,"['Barrier', 'Cross Chop', 'Fire Punch', 'Headbutt', 'Ice Punch', 'Light Screen', 'Meditate', 'Metronome', 'Petal Dance', 'Poison Gas', 'Psychic', 'Pursuit', 'Quick Attack', 'Rest', 'Return', 'Sleep Talk', 'Swift', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 2] UU,312,306,"['Body Slam', 'Counter', 'Cross Chop', 'Double-Edge', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Light Screen', 'Meditate', 'Protect', 'Psychic', 'Pursuit', 'Quick Attack', 'Rest', 'Seismic Toss', 'Sleep Talk', 'Substitute', 'Swagger', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 3] OU,491,640,"['Attract', 'Barrier', 'Body Slam', 'Brick Break', 'Counter', 'Cross Chop', 'Double-Edge', 'Dynamic Punch', 'Endure', 'Facade', 'Fire Punch', 'Focus Punch', 'Frustration', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Mimic', 'Protect', 'Psychic', 'Quick Attack', 'Rain Dance', 'Return', 'Rock Smash', 'Rolling Kick', 'Screech', 'Seismic Toss', 'Shock Wave', 'Strength', 'Struggle', 'Substitute', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 3] UBERS,44,42,"['Brick Break', 'Cross Chop', 'Double-Edge', 'Fire Punch', 'Focus Punch', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Psychic', 'Rolling Kick', 'Swift', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 3] UU,126,137,"['Cross Chop', 'Fire Punch', 'Focus Punch', 'Hidden Power', 'Ice Punch', 'Protect', 'Psychic', 'Quick Attack', 'Substitute', 'Thief', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 4] NU,64,73,"['Cross Chop', 'Fling', 'Focus Blast', 'Hidden Power', 'Ice Punch', 'Low Kick', 'Psychic', 'Return', 'Signal Beam', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 4] OU,45,59,"['Brick Break', 'Charge Beam', 'Cross Chop', 'Discharge', 'Dynamic Punch', 'Fire Punch', 'Fling', 'Focus Blast', 'Giga Impact', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Low Kick', 'Magnet Rise', 'Protect', 'Psychic', 'Seismic Toss', 'Signal Beam', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electabuzz,[Gen 4] UBERS,34,53,"['Brick Break', 'Cross Chop', 'Focus Blast', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Protect', 'Psychic', 'Signal Beam', 'Substitute', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt']"
Electabuzz,[Gen 4] UU,94,104,"['Charge Beam', 'Cross Chop', 'Focus Blast', 'Hidden Power', 'Ice Punch', 'Low Kick', 'Psychic', 'Rain Dance', 'Signal Beam', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electivire,[Gen 1] OU,1,0,"['Hyper Beam', 'Thunder Wave', 'Thunderbolt']"
Electivire,[Gen 2] OU,1,1,"['Cross Chop', 'Fire Punch', 'Ice Punch', 'Thunderbolt']"
Electivire,[Gen 4] OU,2298,3382,"['Attract', 'Barrier', 'Body Slam', 'Brick Break', 'Charge Beam', 'Counter', 'Cross Chop', 'Dig', 'Discharge', 'Double-Edge', 'Dynamic Punch', 'Earthquake', 'Facade', 'Fire Punch', 'Flamethrower', 'Fling', 'Focus Blast', 'Focus Punch', 'Giga Impact', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Iron Tail', 'Karate Chop', 'Light Screen', 'Low Kick', 'Magnet Rise', 'Meditate', 'Mega Kick', 'Natural Gift', 'Protect', 'Psychic', 'Quick Attack', 'Rain Dance', 'Rest', 'Return', 'Rock Climb', 'Rock Slide', 'Rock Tomb', 'Rolling Kick', 'Screech', 'Seismic Toss', 'Shock Wave', 'Signal Beam', 'Sleep Talk', 'Struggle', 'Substitute', 'Swift', 'Taunt', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electivire,[Gen 4] UBERS,82,119,"['Brick Break', 'Cross Chop', 'Discharge', 'Double-Edge', 'Earthquake', 'Fire Punch', 'Flamethrower', 'Giga Impact', 'Hidden Power', 'Ice Punch', 'Iron Tail', 'Light Screen', 'Low Kick', 'Protect', 'Psychic', 'Return', 'Substitute', 'Taunt', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt']"
Electivire,[Gen 4] UU,9,4,"['Earthquake', 'Ice Punch', 'Meditate', 'Taunt', 'Thunder Punch', 'Thunder Wave']"
Electrike,[Gen 3] NU,1,2,"['Crunch', 'Hidden Power']"
Electrike,[Gen 3] OU,7,23,"['Crunch', 'Endure', 'Hidden Power', 'Quick Attack', 'Roar', 'Shock Wave', 'Spark', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrike,[Gen 3] UBERS,4,7,['Shock Wave']
Electrike,[Gen 4] OU,0,5,['Hidden Power']
Electrike,[Gen 4] UBERS,0,1,[]
Electrode,[Gen 1] NU,98,116,"['Explosion', 'Hyper Beam', 'Screech', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrode,[Gen 1] OU,1067,1214,"['Amnesia', 'Bide', 'Explosion', 'Flash', 'Hyper Beam', 'Light Screen', 'Mimic', 'Nuzzle', 'Psychic', 'Reflect', 'Rest', 'Screech', 'Self-Destruct', 'Skull Bash', 'Sleep Powder', 'Spore', 'Substitute', 'Swift', 'Tackle', 'Take Down', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'U-Turn', 'Wrap']"
Electrode,[Gen 1] UBERS,198,191,"['Agility', 'Amnesia', 'Explosion', 'Fissure', 'Flash', 'Horn Drill', 'Hyper Beam', 'Light Screen', 'Mimic', 'Night Shade', 'Psychic', 'Quick Attack', 'Reflect', 'Rest', 'Screech', 'Seismic Toss', 'Self-Destruct', 'Sludge', 'Sonic Boom', 'Spore', 'Substitute', 'Swift', 'Swords Dance', 'Tackle', 'Take Down', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrode,[Gen 1] UU,165,163,"['Explosion', 'Flash', 'Hyper Beam', 'Light Screen', 'Mimic', 'Reflect', 'Rest', 'Screech', 'Skull Bash', 'Substitute', 'Take Down', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrode,[Gen 2] OU,300,264,"['Curse', 'Explosion', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Light Screen', 'Mirror Coat', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Screech', 'Self-Destruct', 'Skull Bash', 'Substitute', 'Swagger', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Electrode,[Gen 2] UBERS,34,52,"['Agility', 'Baton Pass', 'Belly Drum', 'Explosion', 'Fissure', 'Headbutt', 'Hidden Power', 'Horn Drill', 'Light Screen', 'Mean Look', 'Mimic', 'Mind Reader', 'Mirror Coat', 'Night Shade', 'Recover', 'Reflect', 'Spikes', 'Spore', 'Substitute', 'Swagger', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Whirlwind']"
Electrode,[Gen 2] UU,111,126,"['Curse', 'Explosion', 'Frustration', 'Hidden Power', 'Light Screen', 'Rain Dance', 'Reflect', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrode,[Gen 3] OU,1038,1157,"['Charge', 'Endure', 'Explosion', 'Hidden Power', 'Light Screen', 'Mimic', 'Mirror Coat', 'Protect', 'Rain Dance', 'Rest', 'Return', 'Screech', 'Self-Destruct', 'Sonic Boom', 'Spark', 'Substitute', 'Swagger', 'Tackle', 'Taunt', 'Thief', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic']"
Electrode,[Gen 3] UBERS,43,48,"['Charge', 'Explosion', 'Hidden Power', 'Light Screen', 'Mirror Coat', 'Protect', 'Rain Dance', 'Screech', 'Spark', 'Substitute', 'Taunt', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic']"
Electrode,[Gen 3] UU,221,236,"['Charge', 'Endure', 'Explosion', 'Flash', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Substitute', 'Taunt', 'Thief', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Electrode,[Gen 4] NU,44,66,"['Charge Beam', 'Explosion', 'Hidden Power', 'Magic Coat', 'Rain Dance', 'Signal Beam', 'Substitute', 'Sucker Punch', 'Taunt', 'Thunder', 'Thunder Wave', 'Thunderbolt']"
Electrode,[Gen 4] OU,510,577,"['Charge', 'Charge Beam', 'Explosion', 'Flash', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Magic Coat', 'Magnet Rise', 'Protect', 'Rain Dance', 'Rest', 'Rollout', 'Screech', 'Secret Power', 'Self-Destruct', 'Signal Beam', 'Sleep Talk', 'Substitute', 'Sucker Punch', 'Swagger', 'Tackle', 'Taunt', 'Thief', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic']"
Electrode,[Gen 4] UBERS,93,105,"['Charge', 'Explosion', 'Hidden Power', 'Light Screen', 'Magnet Rise', 'Mirror Coat', 'Protect', 'Rain Dance', 'Rest', 'Signal Beam', 'Substitute', 'Taunt', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic']"
Electrode,[Gen 4] UU,115,161,"['Charge Beam', 'Explosion', 'Hidden Power', 'Light Screen', 'Magic Coat', 'Protect', 'Rain Dance', 'Rollout', 'Self-Destruct', 'Signal Beam', 'Substitute', 'Taunt', 'Thunder', 'Thunder Wave', 'Thunderbolt']"
Electrode,[gen 3] OU,0,4,[]
Electrode-Hisui,[Gen 1] OU,2,2,[]
Elekid,[Gen 2] NU,63,71,"['Cross Chop', 'Detect', 'Fire Punch', 'Hidden Power', 'Ice Punch', 'Light Screen', 'Psychic', 'Pursuit', 'Rest', 'Sleep Talk', 'Thief', 'Thunder', 'Thunderbolt', 'Toxic']"
Elekid,[Gen 2] OU,101,127,"['Cross Chop', 'Dizzy Punch', 'Fire Punch', 'Hidden Power', 'Ice Punch', 'Karate Chop', 'Leer', 'Light Screen', 'Mud-Slap', 'Psychic', 'Pursuit', 'Quick Attack', 'Rest', 'Return', 'Sleep Talk', 'Swift', 'Thief', 'Thunder', 'Thunder Punch', 'Thunderbolt', 'Zap Cannon']"
Elekid,[Gen 2] UBERS,5,6,"['Dizzy Punch', 'Ice Punch', 'Light Screen', 'Psychic', 'Quick Attack', 'Thunder Punch', 'Thunderbolt']"
Elekid,[Gen 2] UU,9,12,"['Cross Chop', 'Fire Punch', 'Ice Punch', 'Psychic', 'Thief', 'Thunder', 'Thunderbolt']"
Elekid,[Gen 3] NU,61,70,"['Brick Break', 'Cross Chop', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Hidden Power', 'Ice Punch', 'Protect', 'Psychic', 'Quick Attack', 'Substitute', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Elekid,[Gen 3] OU,114,128,"['Brick Break', 'Cross Chop', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Hidden Power', 'Ice Punch', 'Protect', 'Psychic', 'Quick Attack', 'Substitute', 'Swagger', 'Thief', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Elekid,[Gen 3] UBERS,2,3,"['Fire Punch', 'Hidden Power', 'Ice Punch', 'Psychic', 'Substitute', 'Thunder Punch', 'Thunderbolt']"
Elekid,[Gen 3] UU,6,4,"['Fire Punch', 'Hidden Power', 'Ice Punch', 'Psychic', 'Thunderbolt', 'Toxic']"
Elekid,[Gen 4] OU,21,22,"['Brick Break', 'Charge Beam', 'Cross Chop', 'Focus Punch', 'Hidden Power', 'Ice Punch', 'Low Kick', 'Quick Attack', 'Substitute', 'Swift', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt']"
Elekid,[Gen 4] UBERS,2,1,"['Ice Punch', 'Low Kick', 'Swift', 'Thunder', 'Thunder Shock']"
Elekid,[Gen 4] UU,0,1,"['Hidden Power', 'Substitute', 'Thunderbolt']"
Empoleon,[Gen 1] OU,2,1,[]
Empoleon,[Gen 3] UBERS,0,1,"['Knock Off', 'Toxic']"
Empoleon,[Gen 4] OU,13365,15606,"['Aerial Ace', 'Agility', 'Aqua Jet', 'Aqua Ring', 'Attract', 'Avalanche', 'Bide', 'Blizzard', 'Brick Break', 'Brine', 'Bubble Beam', 'Captivate', 'Cut', 'Defog', 'Dive', 'Drill Peck', 'Earthquake', 'Endure', 'Facade', 'Feather Dance', 'Flash Cannon', 'Fling', 'Giga Impact', 'Grass Knot', 'Hail', 'Hidden Power', 'Hydro Cannon', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Icy Wind', 'Iron Defense', 'Knock Off', 'Metal Claw', 'Pluck', 'Protect', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Rock Climb', 'Rock Slide', 'Shadow Claw', 'Signal Beam', 'Sleep Talk', 'Stealth Rock', 'Steel Wing', 'Struggle', 'Substitute', 'Surf', 'Swagger', 'Swords Dance', 'Toxic', 'Water Pulse', 'Waterfall', 'Whirlpool', 'Yawn']"
Empoleon,[Gen 4] UBERS,176,203,"['Agility', 'Aqua Jet', 'Aqua Ring', 'Avalanche', 'Blizzard', 'Brick Break', 'Brine', 'Defog', 'Drill Peck', 'Earthquake', 'Flash Cannon', 'Frustration', 'Grass Knot', 'Hidden Power', 'Hydro Cannon', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Knock Off', 'Metal Claw', 'Protect', 'Rain Dance', 'Roar', 'Shadow Claw', 'Signal Beam', 'Stealth Rock', 'Steel Wing', 'Substitute', 'Surf', 'Swords Dance', 'Toxic', 'Water Pulse', 'Waterfall', 'Whirlpool', 'Yawn']"
Empoleon,[gen 4] OU,2,0,[]
Enamorus,[Gen 1] OU,1,0,['Springtide Storm']
Enamorus,[Gen 3] OU,1,0,"['Dazzling Gleam', 'Hidden Power']"
Entei,[Gen 2] OU,294,395,"['Bite', 'Calm Mind', 'Curse', 'Detect', 'Dig', 'Ember', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Frustration', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Mud-Slap', 'Protect', 'Psych Up', 'Rest', 'Return', 'Roar', 'Sleep Talk', 'Snore', 'Solar Beam', 'Strength', 'Struggle', 'Sunny Day', 'Swagger', 'Swift', 'Toxic']"
Entei,[Gen 2] UBERS,11,21,"['Bite', 'Curse', 'Dig', 'Ember', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Hidden Power', 'Hyper Beam', 'Protect', 'Rest', 'Roar', 'Rock Smash', 'Solar Beam', 'Strength', 'Sunny Day', 'Toxic']"
Entei,[Gen 3] OU,500,607,"['Bite', 'Body Slam', 'Calm Mind', 'Dig', 'Double-Edge', 'Endure', 'Facade', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Protect', 'Reflect', 'Rest', 'Return', 'Roar', 'Rock Smash', 'Secret Power', 'Sleep Talk', 'Solar Beam', 'Stomp', 'Struggle', 'Substitute', 'Sunny Day', 'Swift', 'Toxic']"
Entei,[Gen 3] UBERS,17,16,"['Bite', 'Body Slam', 'Calm Mind', 'Double-Edge', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Hidden Power', 'Protect', 'Rest', 'Return', 'Roar', 'Sleep Talk', 'Substitute', 'Toxic']"
Entei,[Gen 3] UU,8,9,"['Calm Mind', 'Flamethrower', 'Hidden Power', 'Substitute']"
Entei,[Gen 4] NU,29,22,"['Calm Mind', 'Extreme Speed', 'Flamethrower', 'Flare Blitz', 'Hidden Power', 'Iron Head', 'Lava Plume', 'Protect', 'Solar Beam', 'Stone Edge', 'Substitute', 'Sunny Day', 'Toxic', 'Will-O-Wisp']"
Entei,[Gen 4] OU,278,381,"['Body Slam', 'Calm Mind', 'Crush Claw', 'Dig', 'Eruption', 'Extrasensory', 'Extreme Speed', 'Facade', 'Fire Blast', 'Fire Fang', 'Flamethrower', 'Flare Blitz', 'Frustration', 'Heat Wave', 'Hidden Power', 'Howl', 'Iron Head', 'Iron Tail', 'Lava Plume', 'Natural Gift', 'Overheat', 'Protect', 'Reflect', 'Rest', 'Return', 'Roar', 'Shadow Ball', 'Sleep Talk', 'Solar Beam', 'Stone Edge', 'Struggle', 'Substitute', 'Sunny Day', 'Toxic', 'Will-O-Wisp']"
Entei,[Gen 4] UBERS,41,76,"['Bite', 'Calm Mind', 'Eruption', 'Extrasensory', 'Extreme Speed', 'Fire Blast', 'Fire Fang', 'Flamethrower', 'Flare Blitz', 'Flash', 'Hidden Power', 'Iron Head', 'Lava Plume', 'Natural Gift', 'Protect', 'Solar Beam', 'Stone Edge', 'Substitute', 'Sunny Day', 'Toxic', 'Will-O-Wisp']"
Entei,[Gen 4] UU,140,162,"['Calm Mind', 'Eruption', 'Extrasensory', 'Extreme Speed', 'Fire Blast', 'Fire Fang', 'Flamethrower', 'Flare Blitz', 'Hidden Power', 'Howl', 'Iron Head', 'Lava Plume', 'Natural Gift', 'Protect', 'Rest', 'Return', 'Sleep Talk', 'Solar Beam', 'Stone Edge', 'Substitute', 'Sunny Day', 'Toxic', 'Will-O-Wisp']"
Entei,[gen 3] OU,0,2,[]
Equilibra,[Gen 3] UBERS,0,1,['Explosion']
Espeon,[Gen 1] OU,0,1,"['Confuse Ray', 'Mimic', 'Psychic', 'Thunder Wave']"
Espeon,[Gen 2] OU,1100,1476,"['Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Confusion', 'Curse', 'Cut', 'Detect', 'Double-Edge', 'Dream Eater', 'Flash', 'Focus Energy', 'Frustration', 'Growl', 'Growth', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Morning Sun', 'Mud-Slap', 'Nightmare', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Quick Attack', 'Reflect', 'Rest', 'Return', 'Sand Attack', 'Shadow Ball', 'Sleep Talk', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Toxic', 'Zap Cannon']"
Espeon,[Gen 2] UBERS,36,44,"['Attract', 'Bite', 'Confusion', 'Double-Edge', 'Growth', 'Hidden Power', 'Iron Tail', 'Morning Sun', 'Mud-Slap', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Quick Attack', 'Reflect', 'Return', 'Sand Attack', 'Shadow Ball', 'Substitute', 'Swift', 'Toxic', 'Zap Cannon']"
Espeon,[Gen 3] OU,800,1366,"['Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Calm Mind', 'Charm', 'Curse', 'Dig', 'Double-Edge', 'Dream Eater', 'Endure', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Light Screen', 'Luster Purge', 'Morning Sun', 'Mud-Slap', 'Nightmare', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Quick Attack', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Sand Attack', 'Shadow Ball', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Tickle', 'Toxic', 'Wish']"
Espeon,[Gen 3] UBERS,21,24,"['Baton Pass', 'Bite', 'Body Slam', 'Calm Mind', 'Confusion', 'Hidden Power', 'Iron Tail', 'Protect', 'Psybeam', 'Psychic', 'Quick Attack', 'Reflect', 'Return', 'Sand Attack', 'Shadow Ball', 'Substitute', 'Toxic']"
Espeon,[Gen 3] UU,15,14,"['Baton Pass', 'Calm Mind', 'Hidden Power', 'Psychic', 'Shadow Ball', 'Substitute', 'Wish']"
Espeon,[Gen 4] NU,24,16,"['Baton Pass', 'Calm Mind', 'Hidden Power', 'Morning Sun', 'Psychic', 'Shadow Ball', 'Signal Beam', 'Substitute', 'Trick']"
Espeon,[Gen 4] OU,264,562,"['Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Calm Mind', 'Curse', 'Detect', 'Double-Edge', 'Endure', 'Flail', 'Flash', 'Future Sight', 'Giga Impact', 'Grass Knot', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Magic Coat', 'Morning Sun', 'Mud-Slap', 'Protect', 'Psybeam', 'Psychic', 'Quick Attack', 'Rain Dance', 'Reflect', 'Shadow Ball', 'Signal Beam', 'Skill Swap', 'Substitute', 'Sunny Day', 'Swift', 'Tackle', 'Tail Whip', 'Toxic', 'Trick', 'Trick Room', 'Wish', 'Yawn', 'Zen Headbutt']"
